name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.process_fund_transaction` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""process_fund_transaction"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_process_fund_transaction_1e222e00b2e8e71741b231cd3e912791
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.enable_rls_after_debug` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""enable_rls_after_debug"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_enable_rls_after_debug_681c2c66d44dd572cc91426e1e6995ee
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.disable_rls_for_debug` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""disable_rls_for_debug"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_disable_rls_for_debug_8cf395a123b83376478d0de32d93f710
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.fix_cod_request_eb32874b` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""fix_cod_request_eb32874b"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_fix_cod_request_eb32874b_89748ab7078bc6bcaef4d91319ee829d
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.update_cod_request_status` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_cod_request_status"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_cod_request_status_a7323e74230e012b282b4c23e190e93d
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.get_org_rating_details` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_org_rating_details"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_org_rating_details_7402045853be149c0e4b1ca10053d23b
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.sync_pickup_location_fields` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""sync_pickup_location_fields"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_sync_pickup_location_fields_6f52def225ffaf855d42f8293f5f59b6
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.check_shipping_line_compatibility` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""check_shipping_line_compatibility"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_check_shipping_line_compatibility_972a376bbf0e02c45b53b251d0b9832d
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.get_carrier_pending_requests` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_carrier_pending_requests"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_carrier_pending_requests_630cff5aea9363294f14e5837f03cc0f
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.calculate_distance` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""calculate_distance"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_calculate_distance_66cb291a3759b80cb1df17ce215bb0ea
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.create_prepaid_fund_for_organization` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""create_prepaid_fund_for_organization"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_create_prepaid_fund_for_organization_2c61fdeadf5c99b84e1834d2f8b458d7
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.get_carrier_admin_requests` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_carrier_admin_requests"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_carrier_admin_requests_92b1d0e77e2ebbe3bb3f9359a72b8b91
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.find_containers_within_radius` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""find_containers_within_radius"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_find_containers_within_radius_b05e2dc0079098c8d4b07b92d6ffb15e
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.get_carrier_dashboard_data` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_carrier_dashboard_data"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_carrier_dashboard_data_5ea68ec40396961bff7ac252db6ae884
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.mark_invoice_as_paid` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""mark_invoice_as_paid"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_mark_invoice_as_paid_9db8137d431146c56389443b283cc44c
